alt,caption,shortCode,timestamp,type,url,videoDuration,videoUrl
,Best of #nyc with @daundrylay !!! Lads on tour!!! #cityguide,C30hAPXv-cl,2024-02-26T18:29:27.000Z,Video,https://www.instagram.com/p/C30hAPXv-cl/,49.433,https://scontent.cdninstagram.com/o1/v/t16/f1/m82/7A464F8E1BAD66A3FE06D042CA191794_video_dashinit.mp4?efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuNzIwLmJhc2VsaW5lIn0&_nc_ht=scontent.cdninstagram.com&_nc_cat=101&vs=326012066596697_1658725471&_nc_vs=HBksFQIYT2lnX3hwdl9yZWVsc19wZXJtYW5lbnRfcHJvZC83QTQ2NEY4RTFCQUQ2NkEzRkUwNkQwNDJDQTE5MTc5NF92aWRlb19kYXNoaW5pdC5tcDQVAALIAQAVAhg6cGFzc3Rocm91Z2hfZXZlcnN0b3JlL0dGUG9saGtrdlJWZlIyQUJBRlpfck4wOVJnMXBicV9FQUFBRhUCAsgBACgAGAAbABUAACbmvqSC9s%2BDQBUCKAJDMywXQEi3bItDlYEYEmRhc2hfYmFzZWxpbmVfMV92MREAdf4HAA%3D%3D&_nc_rid=82cfc8c7f7&ccb=9-4&oh=00_AYBmbhCKEiUaeujuddmp1eDjnBL2NtYtl6woXbVgCCgxWA&oe=668C7187&_nc_sid=10d13b
,"Best of #nyc with @mayorcapellagrey part 2!!! Best rapper, nightclub, first date spot and MORE MORE MORE!!! #cityguide",C33AeZ5LKkO,2024-02-27T17:38:25.000Z,Video,https://www.instagram.com/p/C33AeZ5LKkO/,36.866,https://scontent.cdninstagram.com/o1/v/t16/f2/m69/An_XiJWqYVxlk6MKhGGOtLxAWwHe2ir_A1J0F6RL2Sgsj3kEUABByVmYHLTbX1Libr1GK27WjeVXxWIBpj0kOss.mp4?efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuMTA4MC5oaWdoIn0&_nc_ht=scontent.cdninstagram.com&_nc_cat=101&vs=7630943566937771_3000182888&_nc_vs=HBksFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HSUNXbUFDSkU1ak5jSFFEQU1lci05RkhKdjAzYnFfRUFBQUYVAALIAQAVAhg6cGFzc3Rocm91Z2hfZXZlcnN0b3JlL0dGRy1uaGw2LU42czlmVURBS2dfN2lvMmkwMDFicV9FQUFBRhUCAsgBACgAGAAbABUAACa%2BqLaP4Jv%2BPxUCKAJDMywXQEJu2RaHKwIYEmRhc2hfaGlnaF8xMDgwcF92MREAdf4HAA%3D%3D&_nc_rid=02ca0f829a&ccb=9-4&oh=00_AYDlcHUxH4OW7C2vRxpzi6lEXIvjysPFxTpZNjAIVIUEuQ&oe=668C5DA7&_nc_sid=10d13b
,Best of #nyc with @austinmillz !!! #cityguide,C38IXc0LTFa,2024-02-29T17:24:00.000Z,Video,https://www.instagram.com/p/C38IXc0LTFa/,40.433,https://scontent.cdninstagram.com/o1/v/t16/f1/m82/62407EA822960D14FBA5D045DD2A41A6_video_dashinit.mp4?efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuNzIwLmJhc2VsaW5lIn0&_nc_ht=scontent.cdninstagram.com&_nc_cat=108&vs=367170782796722_1391948016&_nc_vs=HBksFQIYT2lnX3hwdl9yZWVsc19wZXJtYW5lbnRfcHJvZC82MjQwN0VBODIyOTYwRDE0RkJBNUQwNDVERDJBNDFBNl92aWRlb19kYXNoaW5pdC5tcDQVAALIAQAVAhg6cGFzc3Rocm91Z2hfZXZlcnN0b3JlL0dOUjhwaG42OWhsM0VwVUZBQ0pGT1NFMGhxcGlicV9FQUFBRhUCAsgBACgAGAAbABUAACaaq8ORwKjSPxUCKAJDMywXQEQ3bItDlYEYEmRhc2hfYmFzZWxpbmVfMV92MREAdf4HAA%3D%3D&_nc_rid=1d06147f44&ccb=9-4&oh=00_AYDcXeuo1AMabV5o_fY4QFiVEAe2xpuiV1iVLsM6w3k2Yw&oe=668C7DE3&_nc_sid=10d13b
,Best of #nyc with Harlem native @luca_cuni !!! #cityguide,C4gSJpmry4v,2024-03-14T18:21:47.000Z,Video,https://www.instagram.com/p/C4gSJpmry4v/,53.166,https://scontent.cdninstagram.com/o1/v/t16/f1/m82/E04A86142C701BE7AAC3B0A6E2A330A8_video_dashinit.mp4?efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuNzIwLmJhc2VsaW5lIn0&_nc_ht=scontent.cdninstagram.com&_nc_cat=100&vs=383153311176075_2446893955&_nc_vs=HBksFQIYT2lnX3hwdl9yZWVsc19wZXJtYW5lbnRfcHJvZC9FMDRBODYxNDJDNzAxQkU3QUFDM0IwQTZFMkEzMzBBOF92aWRlb19kYXNoaW5pdC5tcDQVAALIAQAVAhg6cGFzc3Rocm91Z2hfZXZlcnN0b3JlL0dCWnR5eGxfbFAtVFhXb0ZBRlgtaE84TVlKMXBicV9FQUFBRhUCAsgBACgAGAAbABUAACbCoKD5gajwQBUCKAJDMywXQEqVP3ztkWgYEmRhc2hfYmFzZWxpbmVfMV92MREAdf4HAA%3D%3D&_nc_rid=6bc7f9d20c&ccb=9-4&oh=00_AYB-3uwUySlTCDrjyoR7pcK9fKFkAZvur3c0n5KXp_b_SA&oe=668C6296&_nc_sid=10d13b
,Whaaaaat are the best nightclubs in #nyc according to DJ @michaelgraysimpson !!! #cityguide,C4bHcTzrjvu,2024-03-12T18:13:47.000Z,Video,https://www.instagram.com/p/C4bHcTzrjvu/,69.908,https://scontent.cdninstagram.com/o1/v/t16/f1/m82/21492F9689678A69945B3FCF98BA2686_video_dashinit.mp4?efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuNzIwLmJhc2VsaW5lIn0&_nc_ht=scontent.cdninstagram.com&_nc_cat=110&vs=404969998889581_1354132082&_nc_vs=HBksFQIYT2lnX3hwdl9yZWVsc19wZXJtYW5lbnRfcHJvZC8yMTQ5MkY5Njg5Njc4QTY5OTQ1QjNGQ0Y5OEJBMjY4Nl92aWRlb19kYXNoaW5pdC5tcDQVAALIAQAVAhg6cGFzc3Rocm91Z2hfZXZlcnN0b3JlL0dIRjJ5Um44VGFEbkJ3NEVBSDRsNWk3MzNJVlhicV9FQUFBRhUCAsgBACgAGAAbABUAACae9%2Bym5PiDQBUCKAJDMywXQFF6HKwIMScYEmRhc2hfYmFzZWxpbmVfMV92MREAdf4HAA%3D%3D&_nc_rid=44ec342392&ccb=9-4&oh=00_AYDZHf7j2ORR7XGki7eQgfHRrw2LDdmj4DAJnb3stdw0-Q&oe=668C5B32&_nc_sid=10d13b
,Best of #miami with @braxtonberrios !!! #cityguide *RICK ROSS GRUNT*,C4BLkcwr4sz,2024-03-02T16:31:36.000Z,Video,https://www.instagram.com/p/C4BLkcwr4sz/,42.666,https://scontent.cdninstagram.com/o1/v/t16/f1/m82/B746E68E2658B029595CF72FB21FDC98_video_dashinit.mp4?efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuNzIwLmJhc2VsaW5lIn0&_nc_ht=scontent.cdninstagram.com&_nc_cat=101&vs=965951128382883_4290340767&_nc_vs=HBksFQIYT2lnX3hwdl9yZWVsc19wZXJtYW5lbnRfcHJvZC9CNzQ2RTY4RTI2NThCMDI5NTk1Q0Y3MkZCMjFGREM5OF92aWRlb19kYXNoaW5pdC5tcDQVAALIAQAVAhg6cGFzc3Rocm91Z2hfZXZlcnN0b3JlL0dHdVJxQm1pYXI2TWQ5b0VBSWNkU3R3RlhxRnlicV9FQUFBRhUCAsgBACgAGAAbABUAACbY9oiK9bW0PxUCKAJDMywXQEVVP3ztkWgYEmRhc2hfYmFzZWxpbmVfMV92MREAdf4HAA%3D%3D&_nc_rid=aabf903869&ccb=9-4&oh=00_AYCuvw0vr36dfAq0K__bPWgdmJObGm5nTkInLcT4K1mrPQ&oe=668C7253&_nc_sid=10d13b
,Best of #losangeles with @ellapriya !!! #cityguide,C3GRbJWvO8F,2024-02-08T19:21:40.000Z,Video,https://www.instagram.com/p/C3GRbJWvO8F/,43.733,https://scontent.cdninstagram.com/o1/v/t16/f1/m82/EE4F46D6B6F6135D8D8C1EB61A1F8FA2_video_dashinit.mp4?efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuNzIwLmJhc2VsaW5lIn0&_nc_ht=scontent.cdninstagram.com&_nc_cat=111&vs=1080164239776002_1755678482&_nc_vs=HBksFQIYT2lnX3hwdl9yZWVsc19wZXJtYW5lbnRfcHJvZC9FRTRGNDZENkI2RjYxMzVEOEQ4QzFFQjYxQTFGOEZBMl92aWRlb19kYXNoaW5pdC5tcDQVAALIAQAVAhg6cGFzc3Rocm91Z2hfZXZlcnN0b3JlL0dNanFaQm4ySDNXYWdFRURBTlFTZWxnVDMtWS1icV9FQUFBRhUCAsgBACgAGAAbABUAACb08JnwypD1PxUCKAJDMywXQEXd0vGp%2B%2BcYEmRhc2hfYmFzZWxpbmVfMV92MREAdf4HAA%3D%3D&_nc_rid=e466713798&ccb=9-4&oh=00_AYBGHU2K7b95oGThELk-0iUs__EmxvXziXWoUHlp3cjFsg&oe=668C6820&_nc_sid=10d13b
,Best of #nyc with @waterwill !!! #cityguide,C3soUCRr0D9,2024-02-23T16:55:10.000Z,Video,https://www.instagram.com/p/C3soUCRr0D9/,48.9,https://scontent.cdninstagram.com/o1/v/t16/f1/m82/EA438531CF9C3150D9D6C532B62FF297_video_dashinit.mp4?efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuNzIwLmJhc2VsaW5lIn0&_nc_ht=scontent.cdninstagram.com&_nc_cat=105&vs=369660372695445_841938022&_nc_vs=HBksFQIYT2lnX3hwdl9yZWVsc19wZXJtYW5lbnRfcHJvZC9FQTQzODUzMUNGOUMzMTUwRDlENkM1MzJCNjJGRjI5N192aWRlb19kYXNoaW5pdC5tcDQVAALIAQAVAhg6cGFzc3Rocm91Z2hfZXZlcnN0b3JlL0dKZDJ1eGo2c1phVno5WURBTWRYZVNDWUlLWkhicV9FQUFBRhUCAsgBACgAGAAbABUAACaotZujsdWEQBUCKAJDMywXQEhzMzMzMzMYEmRhc2hfYmFzZWxpbmVfMV92MREAdf4HAA%3D%3D&_nc_rid=b0227d04c9&ccb=9-4&oh=00_AYB5WlPGMIwaIvjNvcgCdk6v1NT2-Yq_J526vCOJuQ6ubQ&oe=668C6034&_nc_sid=10d13b
,Whaaaaat is the best park in #nyc? Featuring Washington Square Park!!! Shot by @_licout_ of @33six !!!,C3vP7t7Lxn3,2024-02-24T17:26:37.000Z,Video,https://www.instagram.com/p/C3vP7t7Lxn3/,26.349,https://scontent.cdninstagram.com/o1/v/t16/f1/m82/4A4E2B6BDC2B06A398D6E3031DEB89BC_video_dashinit.mp4?efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuNzIwLmJhc2VsaW5lIn0&_nc_ht=scontent.cdninstagram.com&_nc_cat=103&vs=903353711791458_1891084117&_nc_vs=HBksFQIYT2lnX3hwdl9yZWVsc19wZXJtYW5lbnRfcHJvZC80QTRFMkI2QkRDMkIwNkEzOThENkUzMDMxREVCODlCQ192aWRlb19kYXNoaW5pdC5tcDQVAALIAQAVAhg6cGFzc3Rocm91Z2hfZXZlcnN0b3JlL0dGMTRZeGdzRnpicHlBTUJBS2NoOGQ1ZFVvMU9icV9FQUFBRhUCAsgBACgAGAAbABUAACbso7ypiP75PxUCKAJDMywXQDpZWBBiTdMYEmRhc2hfYmFzZWxpbmVfMV92MREAdf4HAA%3D%3D&_nc_rid=22f0272bb3&ccb=9-4&oh=00_AYDxMyrpDPxA59EC-zMkpDnBGgIXsCdGF-9S9uxaJ1TNNg&oe=668C4D4D&_nc_sid=10d13b
,"Best of #nyc part 2 with @kayo_martin !!! Best drill artists coming out of nyc, best skate spots and his favorite sandwich in the city!!! #cityguide",C3dHEdZLAkW,2024-02-17T16:15:59.000Z,Video,https://www.instagram.com/p/C3dHEdZLAkW/,35.4,https://scontent.cdninstagram.com/o1/v/t16/f1/m82/514C6942ACAF8367B88133A3BDB3D29C_video_dashinit.mp4?efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuNzIwLmJhc2VsaW5lIn0&_nc_ht=scontent.cdninstagram.com&_nc_cat=103&vs=1423825728225945_3080385941&_nc_vs=HBksFQIYT2lnX3hwdl9yZWVsc19wZXJtYW5lbnRfcHJvZC81MTRDNjk0MkFDQUY4MzY3Qjg4MTMzQTNCREIzRDI5Q192aWRlb19kYXNoaW5pdC5tcDQVAALIAQAVAhg6cGFzc3Rocm91Z2hfZXZlcnN0b3JlL0dGM3RoUm5XQkRubzZVUVhBUG5CNTdpMUZtbHBicV9FQUFBRhUCAsgBACgAGAAbABUAACbmtPG36pv4PxUCKAJDMywXQEGzMzMzMzMYEmRhc2hfYmFzZWxpbmVfMV92MREAdf4HAA%3D%3D&_nc_rid=8f45e1cee4&ccb=9-4&oh=00_AYCdU0aNiI8SZtONinzJNgbeCqzEuYeyvs_O2W2h9pADdw&oe=668C4836&_nc_sid=10d13b
,Best of #nyc with @toryburch !!! #nyfw #cityguide (@littlesisterlounge let’s actually make this happen)!!!,C3TG1ZfvLQr,2024-02-13T19:02:40.000Z,Video,https://www.instagram.com/p/C3TG1ZfvLQr/,37.966,https://scontent.cdninstagram.com/o1/v/t16/f1/m82/3A4F1BF5B120BD9E0374D333E948ED93_video_dashinit.mp4?efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuNzIwLmJhc2VsaW5lIn0&_nc_ht=scontent.cdninstagram.com&_nc_cat=106&vs=959960848801556_422495606&_nc_vs=HBksFQIYT2lnX3hwdl9yZWVsc19wZXJtYW5lbnRfcHJvZC8zQTRGMUJGNUIxMjBCRDlFMDM3NEQzMzNFOTQ4RUQ5M192aWRlb19kYXNoaW5pdC5tcDQVAALIAQAVAhg6cGFzc3Rocm91Z2hfZXZlcnN0b3JlL0dBUEcwaEl4YVZYai16d0VBTExZNlh2Ukhjb25icFIxQUFBRhUCAsgBACgAGAAbABUAACb87IPB666AQBUCKAJDMywXQEL7peNT988YEmRhc2hfYmFzZWxpbmVfMV92MREAdf4HAA%3D%3D&_nc_rid=72bb96e9ef&ccb=9-4&oh=00_AYCa2Q05pShkubDuT0pzsyEGnEWCxSoY5LyDr3f1crqq7Q&oe=668C6FE3&_nc_sid=10d13b
,What is the best #vday date spots in #nyc!!! Feat. All the cool kids at the Tory Burch show!!! #nyfw,C3VoOpYLswa,2024-02-14T18:33:55.000Z,Video,https://www.instagram.com/p/C3VoOpYLswa/,74.533,https://scontent.cdninstagram.com/o1/v/t16/f1/m82/C745E70C285A4C64AD1817DC97CCD9AF_video_dashinit.mp4?efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuNzIwLmJhc2VsaW5lIn0&_nc_ht=scontent.cdninstagram.com&_nc_cat=100&vs=370122369213212_2896843887&_nc_vs=HBksFQIYT2lnX3hwdl9yZWVsc19wZXJtYW5lbnRfcHJvZC9DNzQ1RTcwQzI4NUE0QzY0QUQxODE3REM5N0NDRDlBRl92aWRlb19kYXNoaW5pdC5tcDQVAALIAQAVAhg6cGFzc3Rocm91Z2hfZXZlcnN0b3JlL0dDXzZhUmxfQXlDb3BXc0ZBREtReWFuU2F0VVlicV9FQUFBRhUCAsgBACgAGAAbABUAACaclpDvk5TaPxUCKAJDMywXQFKiHKwIMScYEmRhc2hfYmFzZWxpbmVfMV92MREAdf4HAA%3D%3D&_nc_rid=611c330bee&ccb=9-4&oh=00_AYAFZ2ic70iA0Va0MlZkzdhcMMiiN94hKewJe8vvPefoiw&oe=668C5472&_nc_sid=10d13b
,"Best of #nyc — a #williamsburg tour with filmmaker, model and OG YouTuber @lucafersko !!! Shot by @viviankimx !!! #cityguide",C3lG6QWv5r0,2024-02-20T18:47:54.000Z,Video,https://www.instagram.com/p/C3lG6QWv5r0/,52.917,https://scontent.cdninstagram.com/o1/v/t16/f1/m82/584C93190998EE8DC11E5F93932BEAB3_video_dashinit.mp4?efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuNzIwLmJhc2VsaW5lIn0&_nc_ht=scontent.cdninstagram.com&_nc_cat=100&vs=855329539700932_372659479&_nc_vs=HBksFQIYT2lnX3hwdl9yZWVsc19wZXJtYW5lbnRfcHJvZC81ODRDOTMxOTA5OThFRThEQzExRTVGOTM5MzJCRUFCM192aWRlb19kYXNoaW5pdC5tcDQVAALIAQAVAhg6cGFzc3Rocm91Z2hfZXZlcnN0b3JlL0dBRmJrUm1ZalZtOU8yUURBRmdFNWlqckYxTXpicV9FQUFBRhUCAsgBACgAGAAbABUAACaS2Kuon8e5PxUCKAJDMywXQEp1YEGJN0wYEmRhc2hfYmFzZWxpbmVfMV92MREAdf4HAA%3D%3D&_nc_rid=29db53cd2f&ccb=9-4&oh=00_AYB539tTrW8K4ciSRpVKNwvXBjOGu2nkqqhXO0PJkXehbA&oe=668C6DFA&_nc_sid=10d13b
,Whaaaaaat is the best spot for Jamaican food in #nyc with @mayorcapellagrey !!! #cityguide #thebronx,C3qJ0_Prp4b,2024-02-22T17:49:10.000Z,Video,https://www.instagram.com/p/C3qJ0_Prp4b/,36.7,https://scontent.cdninstagram.com/o1/v/t16/f1/m82/A543AB1CA96630117308A6CB81E828A5_video_dashinit.mp4?efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuNzIwLmJhc2VsaW5lIn0&_nc_ht=scontent.cdninstagram.com&_nc_cat=104&vs=835830761891784_4214749099&_nc_vs=HBksFQIYT2lnX3hwdl9yZWVsc19wZXJtYW5lbnRfcHJvZC9BNTQzQUIxQ0E5NjYzMDExNzMwOEE2Q0I4MUU4MjhBNV92aWRlb19kYXNoaW5pdC5tcDQVAALIAQAVAhg6cGFzc3Rocm91Z2hfZXZlcnN0b3JlL0dPWjNZeGhSYVR6R0NNOEVBTHpNZXc0SlROOW9icV9FQUFBRhUCAsgBACgAGAAbABUAACamuvXW45SbQBUCKAJDMywXQEJZmZmZmZoYEmRhc2hfYmFzZWxpbmVfMV92MREAdf4HAA%3D%3D&_nc_rid=a989a907ce&ccb=9-4&oh=00_AYCeczSqr6DfiitXWZk4gqmDITRuXreCnFTrquw8UH484A&oe=668C58A1&_nc_sid=10d13b
,Important #nyc advice from @kayo_martin !!! #cityguide,C3ItlAhrMWk,2024-02-09T18:05:00.000Z,Video,https://www.instagram.com/p/C3ItlAhrMWk/,29.133,https://scontent.cdninstagram.com/o1/v/t16/f1/m82/0A4B87059AF735004CEF1D603F292F8F_video_dashinit.mp4?efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuNzIwLmJhc2VsaW5lIn0&_nc_ht=scontent.cdninstagram.com&_nc_cat=108&vs=1447712345818406_2924634968&_nc_vs=HBksFQIYT2lnX3hwdl9yZWVsc19wZXJtYW5lbnRfcHJvZC8wQTRCODcwNTlBRjczNTAwNENFRjFENjAzRjI5MkY4Rl92aWRlb19kYXNoaW5pdC5tcDQVAALIAQAVAhg6cGFzc3Rocm91Z2hfZXZlcnN0b3JlL0dKN0JaaG54cVU0eFR4b0VBRGVRYW56WnJrVTlicV9FQUFBRhUCAsgBACgAGAAbABUAACa4rKPRrqT5PxUCKAJDMywXQD0iDEm6XjUYEmRhc2hfYmFzZWxpbmVfMV92MREAdf4HAA%3D%3D&_nc_rid=9a486e9d71&ccb=9-4&oh=00_AYC59tsNO9ki065mx8Bj3UksywXDaZXjBCN1VtWLKWOJAA&oe=668C65B8&_nc_sid=10d13b
,"The I LIKE YOU! NYFW party is on 2/9 at @jeanslafayette !!! Music by @isaaclikes_, @silentaddy and @ellapriya !!! 21+ only and RSVP essential and subject to approval. Link in bio!!!",C22sCeKuqLv,2024-02-02T18:10:01.000Z,Video,https://www.instagram.com/p/C22sCeKuqLv/,23.333,https://scontent.cdninstagram.com/o1/v/t16/f1/m82/0F476C0958C36CBE3B39CE72AD9AE096_video_dashinit.mp4?efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuNzIwLmJhc2VsaW5lIn0&_nc_ht=scontent.cdninstagram.com&_nc_cat=105&vs=408196781768056_4218536421&_nc_vs=HBksFQIYT2lnX3hwdl9yZWVsc19wZXJtYW5lbnRfcHJvZC8wRjQ3NkMwOTU4QzM2Q0JFM0IzOUNFNzJBRDlBRTA5Nl92aWRlb19kYXNoaW5pdC5tcDQVAALIAQAVAhg6cGFzc3Rocm91Z2hfZXZlcnN0b3JlL0dJTEhReG52VXhSS1M0NENBSVotT0V4NTdnd0xicV9FQUFBRhUCAsgBACgAGAAbABUAACbqvYGdmOzyPxUCKAJDMywXQDdVP3ztkWgYEmRhc2hfYmFzZWxpbmVfMV92MREAdf4HAA%3D%3D&_nc_rid=2e047ee1c5&ccb=9-4&oh=00_AYDWD3VhAz29RB9qiafxlZN8MKRiFVo5uQUFzcx4GlTBDw&oe=668C6C0E&_nc_sid=10d13b
,"Best of #nyc with @garrettwilson of the @nyjets part 2 — menswear stores, barber and jewelry edition!!! #cityguide",C2xoI5VvZYl,2024-01-31T18:58:35.000Z,Video,https://www.instagram.com/p/C2xoI5VvZYl/,42.033,https://scontent.cdninstagram.com/o1/v/t16/f1/m82/07432AB7B1BB620D339B43A49FCB6AA6_video_dashinit.mp4?efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuNzIwLmJhc2VsaW5lIn0&_nc_ht=scontent.cdninstagram.com&_nc_cat=111&vs=749434340433927_1433086686&_nc_vs=HBksFQIYT2lnX3hwdl9yZWVsc19wZXJtYW5lbnRfcHJvZC8wNzQzMkFCN0IxQkI2MjBEMzM5QjQzQTQ5RkNCNkFBNl92aWRlb19kYXNoaW5pdC5tcDQVAALIAQAVAhg6cGFzc3Rocm91Z2hfZXZlcnN0b3JlL0dDUWxOeG1zZjFyaVhlUUNBS3NrUzk0UHVKNUxicV9FQUFBRhUCAsgBACgAGAAbABUAACbMwqz%2F7aXRPxUCKAJDMywXQEUEOVgQYk4YEmRhc2hfYmFzZWxpbmVfMV92MREAdf4HAA%3D%3D&_nc_rid=119ff1e049&ccb=9-4&oh=00_AYALqUP96NekvY0luur7cxRRU6zbGAYwZJJMZqURU7QY-A&oe=668C7A98&_nc_sid=10d13b
,Best of #london with @andrewgeorgiades part 2 !!! #cityguide,C2fnsZmv6CG,2024-01-24T19:10:38.000Z,Video,https://www.instagram.com/p/C2fnsZmv6CG/,56.3,https://scontent.cdninstagram.com/o1/v/t16/f1/m82/EC4DEEDD52C12C34C295A938F3679B93_video_dashinit.mp4?efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuNzIwLmJhc2VsaW5lIn0&_nc_ht=scontent.cdninstagram.com&_nc_cat=105&vs=1573421630062848_1528903082&_nc_vs=HBksFQIYT2lnX3hwdl9yZWVsc19wZXJtYW5lbnRfcHJvZC9FQzRERUVERDUyQzEyQzM0QzI5NUE5MzhGMzY3OUI5M192aWRlb19kYXNoaW5pdC5tcDQVAALIAQAVAhg6cGFzc3Rocm91Z2hfZXZlcnN0b3JlL0dQQW5KUmxHelVwTjAyMEJBQ0s1dzBvOVZaUS1icV9FQUFBRhUCAsgBACgAGAAbABUAACbqiY%2BB6NGDQRUCKAJDMywXQEwmZmZmZmYYEmRhc2hfYmFzZWxpbmVfMV92MREAdf4HAA%3D%3D&_nc_rid=da2457e3f2&ccb=9-4&oh=00_AYDFvAT4FEC7HNYdJWNA2_wfSFmoW2N9rAf1rJ2LgJPN5w&oe=668C5110&_nc_sid=10d13b
,Best of #milan with businessman and Italian fashion royalty @stefano.rosso.brave !!! #cityguide,C2cMT2gLebn,2024-01-23T11:12:55.000Z,Video,https://www.instagram.com/p/C2cMT2gLebn/,43.133,https://scontent.cdninstagram.com/o1/v/t16/f1/m82/B147487B1063E04EB6477C045BFA24BC_video_dashinit.mp4?efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuNzIwLmJhc2VsaW5lIn0&_nc_ht=scontent.cdninstagram.com&_nc_cat=109&vs=3881446088806753_950080781&_nc_vs=HBksFQIYT2lnX3hwdl9yZWVsc19wZXJtYW5lbnRfcHJvZC9CMTQ3NDg3QjEwNjNFMDRFQjY0NzdDMDQ1QkZBMjRCQ192aWRlb19kYXNoaW5pdC5tcDQVAALIAQAVAhg6cGFzc3Rocm91Z2hfZXZlcnN0b3JlL0dOel9EaGxldExSWnRpMERBS3RZemhxRHREczVicV9FQUFBRhUCAsgBACgAGAAbABUAACac7ZPLx%2BqSQBUCKAJDMywXQEWRBiTdLxsYEmRhc2hfYmFzZWxpbmVfMV92MREAdf4HAA%3D%3D&_nc_rid=37526d6367&ccb=9-4&oh=00_AYB8TGCZyqrbESprG7JERfSTFgMOEw14sWFYf8T31SwSag&oe=668C675D&_nc_sid=10d13b
